SP2,SP1,CP1,VX1,UR1,LB1
1453.0899658203125,1497.2099609375,87.6169219929372,26.48,4.6,5.02
1453.6400146484375,1453.0899658203125,87.6169219929372,28.3,4.6,5.02
1452.9200439453125,1453.4200439453125,87.6169219929372,26.57,4.6,5.02
1426.5400390625,1452.8699951171875,87.6169219929372,27.68,4.6,5.02
1406.699951171875,1426.1500244140625,87.6169219929372,30.67,4.6,5.02
1411.27001953125,1406.6400146484375,87.6169219929372,30.83,4.6,5.02
1445.93994140625,1411.260009765625,87.6169219929372,29.99,4.6,5.02
1445.550048828125,1445.93994140625,87.6169219929372,26.33,4.6,5.02
1447.1199951171875,1445.550048828125,87.6169219929372,25.25,4.6,5.02
1464.0699462890625,1447.030029296875,87.6169219929372,22.89,4.6,5.02
1462.5,1464.050048828125,87.6169219929372,22.62,4.6,5.02
1479.3699951171875,1462.3399658203125,87.6169219929372,20.72,4.6,5.02
1466.7900390625,1479.3599853515625,87.6169219929372,22.72,4.6,5.02
1432.3599853515625,1466.719970703125,87.6169219929372,26.3,4.6,5.02
1463.760009765625,1432.010009765625,87.6169219929372,23.81,4.6,5.02
1457.6400146484375,1463.6700439453125,87.6169219929372,25.06,4.6,5.02
1473.989990234375,1457.6099853515625,87.6169219929372,23.38,4.6,5.02
1489.4200439453125,1473.9599609375,87.9882033778168,22.78,4.7,4.94
1472.2900390625,1488.760009765625,87.9882033778168,24.58,4.7,4.94
1478.550048828125,1472.030029296875,87.9882033778168,23.99,4.7,4.94
1453.550048828125,1478.550048828125,87.9882033778168,26.23,4.7,4.94
1451.699951171875,1453.5,87.9882033778168,27.38,4.7,4.94
1471.489990234375,1451.68994140625,87.9882033778168,25.27,4.7,4.94
1471.56005859375,1471.0999755859375,87.9882033778168,24.96,4.7,4.94
1483.949951171875,1471.469970703125,87.9882033778168,24.76,4.7,4.94
1484.25,1483.949951171875,87.9882033778168,24.92,4.7,4.94
1476.6500244140625,1484.239990234375,87.9882033778168,26.48,4.7,4.94
1519.780029296875,1476.6300048828125,87.9882033778168,20.35,4.7,4.94
1529.030029296875,1519.75,87.9882033778168,20.03,4.7,4.94
1518.75,1528.68994140625,87.9882033778168,20.45,4.7,4.94
1525.75,1518.75,87.9882033778168,19.0,4.7,4.94
1517.72998046875,1525.75,87.9882033778168,19.37,4.7,4.94
1517.2099609375,1516.3399658203125,87.9882033778168,18.6,4.7,4.94
1525.4200439453125,1518.6199951171875,87.9882033778168,17.63,4.7,4.94
1531.3800048828125,1527.3199462890625,87.9882033778168,17.0,4.7,4.94
1526.75,1531.239990234375,87.9882033778168,18.0,4.7,4.94
1547.0400390625,1527.2900390625,88.2594919351776,17.84,4.7,4.76
1546.6300048828125,1546.9599609375,88.2594919351776,18.49,4.7,4.76
1539.5899658203125,1545.800048828125,88.2594919351776,18.8,4.7,4.76
1542.8399658203125,1539.9100341796875,88.2594919351776,18.44,4.7,4.76
1557.5899658203125,1543.8399658203125,88.2594919351776,16.91,4.7,4.76
1552.5799560546875,1556.510009765625,88.2594919351776,17.46,4.7,4.76
1565.1500244140625,1553.1800537109375,88.2594919351776,16.12,4.7,4.76
1562.469970703125,1564.97998046875,88.2594919351776,16.67,4.7,4.76
1554.4100341796875,1564.719970703125,88.2594919351776,18.88,4.7,4.76
1561.800048828125,1555.4100341796875,88.2594919351776,17.73,4.7,4.76
1548.7099609375,1562.25,88.2594919351776,19.25,4.7,4.76
1538.530029296875,1547.81005859375,88.2594919351776,20.02,4.7,4.76
1541.239990234375,1544.43994140625,88.2594919351776,18.54,4.7,4.76
1540.0799560546875,1539.2900390625,88.2594919351776,18.5,4.7,4.76
1500.6300048828125,1540.0,88.2594919351776,22.96,4.7,4.76
1506.3299560546875,1497.7900390625,88.2594919351776,21.64,4.7,4.76
1519.5899658203125,1509.300048828125,88.2594919351776,20.41,4.7,4.76
1515.8800048828125,1516.6099853515625,88.2594919351776,20.8,4.7,4.76
1514.4000244140625,1516.1500244140625,88.2594919351776,21.17,4.7,4.76
1535.280029296875,1522.1700439453125,88.2594919351776,19.56,4.7,4.76
1540.97998046875,1536.9200439453125,88.2594919351776,19.87,4.7,4.76
1531.02001953125,1539.4200439453125,88.2594919351776,21.07,4.7,4.76
1549.3800048828125,1532.1500244140625,88.2594919351776,18.53,4.7,4.76
1508.43994140625,1545.7900390625,88.953113067839,23.21,4.7,4.49
1509.6500244140625,1511.0699462890625,88.953113067839,23.01,4.7,4.49
1502.1700439453125,1505.6099853515625,88.953113067839,24.31,4.7,4.49
1520.27001953125,1505.3299560546875,88.953113067839,21.39,4.7,4.49
1475.6199951171875,1515.4599609375,88.953113067839,26.49,4.7,4.49
1474.77001953125,1475.27001953125,88.953113067839,26.16,4.7,4.49
1453.699951171875,1467.5899658203125,88.953113067839,28.5,4.7,4.49
1439.1800537109375,1453.6600341796875,88.953113067839,31.09,4.7,4.49
1481.050048828125,1441.3499755859375,88.953113067839,24.1,4.7,4.49
1470.5799560546875,1483.4000244140625,88.953113067839,25.94,4.7,4.49
1451.1500244140625,1468.0400390625,88.953113067839,28.06,4.7,4.49
1458.739990234375,1453.0899658203125,88.953113067839,25.49,4.7,4.49
1433.27001953125,1456.699951171875,88.953113067839,26.01,4.7,4.49
1439.699951171875,1434.510009765625,88.953113067839,24.88,4.7,4.49
1416.77001953125,1434.7099609375,88.953113067839,26.84,4.7,4.49
1440.699951171875,1417.6199951171875,88.953113067839,25.61,4.7,4.49
1407.219970703125,1440.739990234375,88.953113067839,28.91,4.7,4.49
1428.22998046875,1409.5899658203125,88.953113067839,26.28,4.7,4.49
1469.02001953125,1432.949951171875,88.953113067839,24.11,4.7,4.49
1469.719970703125,1467.4100341796875,88.953113067839,23.97,4.7,4.49
1481.1400146484375,1471.8299560546875,88.953113067839,22.87,4.7,4.49
1472.4200439453125,1479.6300048828125,89.2109004839315,23.61,5.0,4.24
1462.7900390625,1471.3399658203125,89.2109004839315,23.79,5.0,4.24
1485.010009765625,1465.219970703125,89.2109004839315,22.53,5.0,4.24
1507.3399658203125,1484.5899658203125,89.2109004839315,20.96,5.0,4.24
1504.6600341796875,1508.5999755859375,89.2109004839315,20.85,5.0,4.24
1515.9599609375,1505.1099853515625,89.2109004839315,20.74,5.0,4.24
1477.6500244140625,1516.6800537109375,89.2109004839315,23.59,5.0,4.24
1486.5899658203125,1487.5799560546875,89.2109004839315,22.47,5.0,4.24
1488.4100341796875,1483.27001953125,89.2109004839315,22.56,5.0,4.24
1467.949951171875,1486.18994140625,89.2109004839315,23.27,5.0,4.24
1445.9000244140625,1465.050048828125,89.2109004839315,24.52,5.0,4.24
1454.97998046875,1445.9200439453125,89.2109004839315,22.64,5.0,4.24
1453.0,1454.699951171875,89.2109004839315,21.68,5.0,4.24
1460.1199951171875,1456.4200439453125,89.2109004839315,20.58,5.0,4.24
1484.4599609375,1463.18994140625,89.2109004839315,18.47,5.0,4.24
1496.449951171875,1484.550048828125,89.2109004839315,18.6,5.0,4.24
1497.6600341796875,1495.1199951171875,89.2109004839315,18.66,5.0,4.24
1476.27001953125,1495.050048828125,89.2109004839315,20.26,5.0,4.24
1478.489990234375,1479.8299560546875,89.2109004839315,20.74,5.0,4.24
1468.3599853515625,1475.25,89.2109004839315,22.5,5.0,4.24
1447.1600341796875,1467.969970703125,89.5184733584511,23.17,5.0,3.94
1447.1600341796875,1447.550048828125,89.5184733584511,22.49,5.0,3.94
1411.6300048828125,1444.010009765625,89.5184733584511,23.94,5.0,3.94
1416.1800537109375,1414.0699462890625,89.5184733584511,23.79,5.0,3.94
1390.18994140625,1415.7099609375,89.5184733584511,25.43,5.0,3.94
1409.1300048828125,1390.25,89.5184733584511,24.12,5.0,3.94
1420.3299560546875,1406.780029296875,89.5184733584511,23.45,5.0,3.94
1401.02001953125,1419.9100341796875,89.5184733584511,23.68,5.0,3.94
1416.25,1402.9100341796875,89.5184733584511,22.9,5.0,3.94
1380.949951171875,1411.8800048828125,89.5184733584511,23.34,5.0,3.94
1373.199951171875,1377.4100341796875,89.5184733584511,24.38,5.0,3.94
1333.25,1374.7900390625,89.5184733584511,28.46,5.0,3.94
1325.18994140625,1333.9000244140625,89.5184733584511,27.18,5.0,3.94
1310.5,1312.93994140625,89.5184733584511,31.01,5.0,3.94
1338.5999755859375,1310.4100341796875,89.5184733584511,29.02,5.0,3.94
1352.0699462890625,1340.1300048828125,89.5184733584511,27.78,5.0,3.94
1330.6099853515625,1357.3199462890625,89.5184733584511,29.08,5.0,3.94
1353.9599609375,1330.699951171875,89.5184733584511,27.78,5.0,3.94
1362.300048828125,1355.93994140625,89.5184733584511,27.32,5.0,3.94
1355.81005859375,1362.219970703125,89.5184733584511,27.62,5.0,3.94
1378.550048828125,1351.97998046875,89.5184733584511,26.2,5.0,3.94
1395.4200439453125,1378.5999755859375,89.7349135294093,24.02,4.9,2.98
1380.8199462890625,1395.3800048828125,89.7349135294093,25.99,4.9,2.98
1336.6400146484375,1380.280029296875,89.7349135294093,28.24,4.9,2.98
1326.449951171875,1339.47998046875,89.7349135294093,28.97,4.9,2.98
1336.9100341796875,1324.010009765625,89.7349135294093,27.66,4.9,2.98
1331.2900390625,1336.8800048828125,89.7349135294093,28.01,4.9,2.98
1339.1300048828125,1331.9200439453125,89.7349135294093,27.6,4.9,2.98
1348.8599853515625,1340.550048828125,89.7349135294093,26.33,4.9,2.98
1367.2099609375,1353.1199951171875,89.7349135294093,24.88,4.9,2.98
1348.8599853515625,1367.3299560546875,89.7349135294093,25.54,4.9,2.98
1349.989990234375,1347.52001953125,89.7349135294093,25.02,4.9,2.98
1348.780029296875,1355.8599853515625,89.7349135294093,25.59,4.9,2.98
1360.030029296875,1348.3900146484375,89.7349135294093,24.4,4.9,2.98
1342.530029296875,1362.2099609375,89.7349135294093,25.12,4.9,2.98
1353.1099853515625,1344.219970703125,89.7349135294093,24.06,4.9,2.98
1371.800048828125,1352.75,89.7349135294093,23.03,4.9,2.98
1381.2900390625,1371.760009765625,89.7349135294093,21.9,4.9,2.98
1380.02001953125,1378.949951171875,89.7349135294093,22.69,4.9,2.98
1367.6800537109375,1378.1600341796875,89.7349135294093,23.53,4.9,2.98
1330.6300048828125,1364.0699462890625,89.7349135294093,26.54,4.9,2.98
1331.3399658203125,1330.449951171875,90.0559875451972,26.28,5.1,2.61
1326.75,1329.5799560546875,90.0559875451972,25.52,5.1,2.61
1333.699951171875,1327.68994140625,90.0559875451972,24.6,5.1,2.61
1304.3399658203125,1332.199951171875,90.0559875451972,27.55,5.1,2.61
1293.3699951171875,1301.530029296875,90.0559875451972,27.49,5.1,2.61
1273.3699951171875,1293.1600341796875,90.0559875451972,29.38,5.1,2.61
1320.6500244140625,1274.4000244140625,90.0559875451972,26.36,5.1,2.61
1308.77001953125,1321.1300048828125,90.0559875451972,27.22,5.1,2.61
1315.47998046875,1305.260009765625,90.0559875451972,27.29,5.1,2.61
1288.1400146484375,1316.050048828125,90.0559875451972,31.16,5.1,2.61
1276.5999755859375,1283.2099609375,90.0559875451972,32.24,5.1,2.61
1330.739990234375,1277.1600341796875,90.0559875451972,25.79,5.1,2.61
1298.4200439453125,1330.969970703125,90.0559875451972,29.84,5.1,2.61
1329.510009765625,1299.6700439453125,90.0559875451972,26.62,5.1,2.61
1349.8800048828125,1330.2900390625,90.0559875451972,25.73,5.1,2.61
1352.989990234375,1349.0699462890625,90.0559875451972,25.72,5.1,2.61
1341.1300048828125,1352.449951171875,90.0559875451972,26.08,5.1,2.61
1325.760009765625,1340.3399658203125,90.0559875451972,25.88,5.1,2.61
1315.219970703125,1327.02001953125,90.0559875451972,25.71,5.1,2.61
1322.699951171875,1315.9200439453125,90.0559875451972,25.61,5.1,2.61
1370.1800537109375,1326.4100341796875,90.2644114135273,22.68,5.0,2.28
1367.530029296875,1369.9599609375,90.2644114135273,23.43,5.0,2.28
1369.31005859375,1365.68994140625,90.2644114135273,23.21,5.0,2.28
1370.4000244140625,1369.8499755859375,90.2644114135273,22.45,5.0,2.28
1372.5400390625,1373.68994140625,90.2644114135273,22.42,5.0,2.28
1365.5400390625,1370.1600341796875,90.2644114135273,22.36,5.0,2.28
1354.489990234375,1365.5,90.2644114135273,22.81,5.0,2.28
1360.550048828125,1355.3699951171875,90.2644114135273,21.98,5.0,2.28
1332.8299560546875,1357.97998046875,90.2644114135273,23.46,5.0,2.28
1328.3199462890625,1332.199951171875,90.2644114135273,23.82,5.0,2.28
1334.4300537109375,1331.719970703125,90.2644114135273,22.78,5.0,2.28
1364.7099609375,1337.02001953125,90.2644114135273,20.53,5.0,2.28
1365.56005859375,1363.3699951171875,90.2644114135273,20.37,5.0,2.28
1390.3299560546875,1369.0,90.2644114135273,20.13,5.0,2.28
1388.1700439453125,1387.719970703125,90.2644114135273,20.5,5.0,2.28
1375.93994140625,1386.4300537109375,90.2644114135273,20.87,5.0,2.28
1379.9300537109375,1378.4000244140625,90.2644114135273,20.26,5.0,2.28
1388.8199462890625,1380.52001953125,90.2644114135273,20.06,5.0,2.28
1397.8399658203125,1387.8800048828125,90.2644114135273,19.59,5.0,2.28
1396.3699951171875,1397.9599609375,90.2644114135273,19.64,5.0,2.28
1390.93994140625,1395.6099853515625,90.2644114135273,20.24,5.0,2.28
1385.5899658203125,1391.219970703125,90.2644114135273,20.79,5.0,2.28
1409.3399658203125,1385.969970703125,90.7985503149563,18.88,5.4,1.98
1413.9000244140625,1409.1600341796875,90.7985503149563,18.18,5.4,1.98
1407.489990234375,1415.3399658203125,90.7985503149563,18.9,5.4,1.98
1418.260009765625,1405.5999755859375,90.7985503149563,18.21,5.4,1.98
1392.5699462890625,1417.489990234375,90.7985503149563,19.73,5.4,1.98
1397.6800537109375,1394.2900390625,90.7985503149563,19.4,5.4,1.98
1388.280029296875,1394.9000244140625,90.7985503149563,19.41,5.4,1.98
1403.5799560546875,1389.4000244140625,90.7985503149563,17.79,5.4,1.98
1403.0400390625,1404.4000244140625,90.7985503149563,17.98,5.4,1.98
1408.6600341796875,1405.6500244140625,90.7985503149563,17.66,5.4,1.98
1423.5699462890625,1408.3599853515625,90.7985503149563,16.3,5.4,1.98
1425.3499755859375,1423.8900146484375,90.7985503149563,16.47,5.4,1.98
1426.6300048828125,1425.280029296875,90.7985503149563,17.01,5.4,1.98
1413.4000244140625,1424.489990234375,90.7985503149563,17.58,5.4,1.98
1390.7099609375,1414.06005859375,90.7985503149563,18.59,5.4,1.98
1394.3499755859375,1390.8299560546875,90.7985503149563,18.05,5.4,1.98
1375.9300537109375,1392.199951171875,90.7985503149563,19.55,5.4,1.98
1385.3499755859375,1375.969970703125,90.7985503149563,19.64,5.4,1.98
1390.8399658203125,1386.5400390625,90.7985503149563,19.07,5.4,1.98
1398.260009765625,1390.5,90.7985503149563,18.14,5.4,1.98
1400.3800048828125,1398.3599853515625,90.7985503149563,17.83,5.4,1.98
1385.6700439453125,1399.6199951171875,91.7499588637102,19.83,5.6,2.0
1377.6500244140625,1386.4200439453125,91.7499588637102,20.24,5.6,2.0
1377.199951171875,1376.260009765625,91.7499588637102,20.8,5.6,2.0
1404.050048828125,1377.47998046875,91.7499588637102,18.63,5.6,2.0
1360.6800537109375,1400.06005859375,91.7499588637102,23.56,5.6,2.0
1361.760009765625,1360.8299560546875,91.7499588637102,23.12,5.6,2.0
1358.43994140625,1358.97998046875,91.7499588637102,23.18,5.6,2.0
1335.489990234375,1357.0899658203125,91.7499588637102,24.12,5.6,2.0
1339.8699951171875,1335.780029296875,91.7499588637102,23.33,5.6,2.0
1360.030029296875,1341.81005859375,91.7499588637102,21.22,5.6,2.0
1360.1400146484375,1358.8499755859375,91.7499588637102,20.95,5.6,2.0
1350.9300537109375,1360.7099609375,91.7499588637102,21.13,5.6,2.0
1337.81005859375,1349.5899658203125,91.7499588637102,22.24,5.6,2.0
1342.8299560546875,1336.8900146484375,91.7499588637102,21.58,5.6,2.0
1317.9300537109375,1341.02001953125,91.7499588637102,22.87,5.6,2.0
1318.0,1319.77001953125,91.7499588637102,22.64,5.6,2.0
1314.2900390625,1317.22998046875,91.7499588637102,22.42,5.6,2.0
1321.969970703125,1314.5400390625,91.7499588637102,21.14,5.6,2.0
1283.1500244140625,1316.2900390625,91.7499588637102,23.93,5.6,2.0
1278.3800048828125,1283.5999755859375,91.7499588637102,23.44,5.6,2.0
1280.0,1278.06005859375,91.7499588637102,23.95,5.6,2.0
1284.9100341796875,1276.68994140625,92.4051861258897,23.65,5.8,2.01
1261.52001953125,1285.8199462890625,92.4051861258897,25.92,5.8,2.01
1262.9000244140625,1262.9599609375,92.4051861258897,24.8,5.8,2.01
1252.31005859375,1262.9000244140625,92.4051861258897,25.78,5.8,2.01
